"","PlantID","PlantName","OperatorName","OperatorID","State","County","NameplateCapacityMWSum","NetGenerationMWSum","CapacityFactor"
"85",47,"Colbert","Tennessee Valley Authority","18642","AL","Colbert",476,68000,1.63078930202218
"109",53,"Gantt","PowerSouth Energy Cooperative","189","AL","Covington",3,904,3.43987823439878
"111",54,"J K Smith","East Kentucky Power Coop, Inc","5580","KY","Clark",1055,394471,4.26833517280183
"131",63,"Gold Creek","Alaska Electric Light&Power Co","213","AK","Juneau",9.7,4103,4.82864943746175
"159",69,"Haines","Alaska Power and Telephone Co","219","AK","Haines",8.1,1126,1.5868989232764
"169",72,"Venice Hydro","Metropolitan Water District of S CA","12397","CA","Los Angeles",10.1,0,0
"170",75,"Anchorage 1","Anchorage Municipal Light and Power","599","AK","Anchorage",77.9,28937,4.24044993874596
"207",92,"Seward (AK)","City of Seward - (AK)","16955","AK","Kenai Peninsula",15.6,144,0.105374077976818
"216",95,"Wrangell","City of Wrangell - (AK)","21015","AK","Wrangell Petersburg",8.5,520,0.69836153639538
"220",96,"Beluga","Chugach Electric Assn Inc","3522","AK","Kenai Peninsula",312.4,37832,1.3824332462187
"226",99,"Frederickson","Puget Sound Energy Inc","15500","WA","Pierce",177.8,29871,1.91784674176002
"228",100,"South Consolidated","Salt River Project","16572","AZ","Maricopa",1.4,0,0
"241",114,"Douglas","Arizona Public Service Co","803","AZ","Cochise",26.1,141,0.0616700782029077
"267",124,"Demoss Petrie","Tucson Electric Power Co","24211","AZ","Pima",85,5154,0.69218372280419
"281",141,"Agua Fria","Salt River Project","16572","AZ","Maricopa",613.5,148612,2.76525512349607
"289",145,"Horse Mesa","Salt River Project","16572","AZ","Maricopa",129.5,50123,4.41838119920312
"300",148,"Mormon Flat","Salt River Project","16572","AZ","Maricopa",63.5,17190,3.0902815230288
"304",151,"McClure","Modesto Irrigation District","12745","CA","Stanislaus",142.4,2958,0.237128674772972
"348",172,"Osceola (AR)","City of Osceola - (AR)","14216","AR","Mississippi",4.8,0,0
"361",193,"Municipal Light","City of Piggott - (AR)","15043","AR","Clay",7.2,0,0
"387",202,"Carl Bailey","Arkansas Electric Coop Corp","807","AR","Woodruff",120,14199,1.35074200913242
"443",248,"Inskip","Pacific Gas & Electric Co.","14328","CA","Tehama",7.6,0,0
"446",250,"Kerckhoff","Pacific Gas & Electric Co.","14328","CA","Fresno",22.6,0,0
"484",276,"San Joaquin 2","Pacific Gas & Electric Co.","14328","CA","Madera",2.8,355,1.44732550554468
"485",277,"San Joaquin 3","Pacific Gas & Electric Co.","14328","CA","Madera",4,0,0
"491",283,"Spaulding 3","Pacific Gas & Electric Co.","14328","CA","Nevada",6.6,31,0.0536183755361838
"508",289,"Tule River","Pacific Gas & Electric Co.","14328","CA","Tulare",8.4,1,0.00135899108501848
"540",316,"Sepulveda Canyon","Metropolitan Water District of S CA","12397","CA","Los Angeles",8.5,0,0
"591",341,"Long Beach Generation LLC","NRG El Segundo Operations Inc","13584","CA","Los Angeles",252,22511,1.01974161049504
"599",350,"Ormond Beach","GenOn California South, LP","15908","CA","Ventura",1612,186015,1.31728219857915
"603",356,"AES Redondo Beach LLC","AES Redondo Beach LLC","22484","CA","Los Angeles",1316.4,274507,2.38046304505577
"615",361,"Santa Ana 1","Southern California Edison Co","17609","CA","San Bernardino",3.2,558,1.99058219178082
"649",387,"Drop 4","Imperial Irrigation District","9216","CA","Imperial",19.6,3283,1.912100456621
"663",392,"Castaic","Los Angeles Department of Water & Power","11208","CA","Los Angeles",1682,232402,1.57728351223538
"675",398,"Haiwee","Los Angeles Department of Water & Power","11208","CA","Inyo",5.6,512,1.04370515329419
"677",399,"Harbor","Los Angeles Department of Water & Power","11208","CA","Los Angeles",548.1,37140,0.773531477357646
"733",422,"Glenarm","City of Pasadena - (CA)","14534","CA","Los Angeles",265.6,107233,4.60888932442097
"739",423,"Hydaburg","Alaska Power and Telephone Co","219","AK","Prince of Wales Ketchikan",1,3,0.0342465753424658
"819",457,"Bear Valley","City of Escondido - (CA)","5969","CA","San Diego",1.4,133,1.08447488584475
"825",464,"Alamosa","Public Service Co of Colorado","15466","CO","Alamosa",53.2,8794,1.88699488447145
"845",477,"Valmont","Public Service Co of Colorado","15466","CO","Boulder",59.3,2717,0.523035105146034
"850",483,"Coyote Creek","Metropolitan Water District of S CA","12397","CA","Orange",3.1,0,0
"852",487,"Valley View","Metropolitan Water District of S CA","12397","CA","Orange",4.1,0,0
"854",491,"Center","City of Center - (CO)","3227","CO","Saguache",1.5,0,0
"858",493,"George Birdsall","City of Colorado Springs - (CO)","3989","CO","El Paso",61.1,3984,0.744344550814968
"864",495,"Ruxton Park","City of Colorado Springs - (CO)","3989","CO","El Paso",1,0,0
"865",502,"Holly","Town of Holly - (CO)","8751","CO","Prowers",2.9,11,0.043300267674382
"868",504,"Julesburg","City of Julesburg - (CO)","9928","CO","Sedgwick",2.8,0,0
"881",507,"Las Animas","City of Las Animas - (CO)","10730","CO","Bent",5.6,0,0
"891",511,"Trinidad (CO)","City of Trinidad - (CO)","19204","CO","Las Animas",9.2,31,0.0384653563629144
"903",515,"Big Thompson","U S Bureau of Reclamation","2518","CO","Larimer",4.5,1251,3.17351598173516
"928",535,"McClellan (CA)","Sacramento Municipal Util Dist","16534","CA","Sacramento",77,7088,1.05082132479393
"932",539,"Rocky River (CT)","FirstLight Power Resources Services LLC","54895","CT","Litchfield",31,3471,1.27817057003977
"935",540,"Branford","Connecticut Jet Power LLC","22379","CT","New Haven",21.8,361,0.189036906706883
"942",542,"Cos Cob","Connecticut Jet Power LLC","22379","CT","Fairfield",115,3102,0.307921381774866
"947",544,"Devon Station","Devon Power LLC","22350","CT","New Haven",222.6,11843,0.607340808297128
"952",546,"Montville Station","NRG Montville Operations Inc","22380","CT","New London",495.3,75609,1.74261344307725
"981",561,"Franklin Drive","Connecticut Jet Power LLC","22379","CT","Litchfield",21.8,374,0.195844329940095
"986",563,"South Meadow","NAES Corp","4426","CT","Hartford",167.2,1005,0.0686160450940552
"994",565,"Torrington Terminal","Connecticut Jet Power LLC","22379","CT","Litchfield",21.8,347,0.181705835532655
"1000",581,"North Main Street","City of Norwich - (CT)","13831","CT","New London",19,228,0.136986301369863
"1004",585,"Drop 1","Imperial Irrigation District","9216","CA","Imperial",5.7,1664,3.33253224385164
"1009",591,"Christiana","Calpine Mid-Atlantic Generation LLC","56609","DE","New Castle",52,836,0.183526519142958
"1011",592,"Delaware City 10","Calpine Mid-Atlantic Generation LLC","56609","DE","New Castle",18.5,8,0.00493644329260768
"1018",597,"West Station (DE)","Calpine Mid-Atlantic Generation LLC","56609","DE","New Castle",20,649,0.370433789954338
"1019",599,"McKee Run","NAES Corporation - (DE)","54899","DE","Kent",113.6,28704,2.88442986687247
"1022",607,"Fredonia","Puget Sound Energy Inc","15500","WA","Skagit",376,129254,3.9242081997474
"1077",624,"Avon Park","Duke Energy Florida, LLC","6455","FL","Highlands",67.4,902,0.152771567551455
"1082",627,"Bayboro","Duke Energy Florida, LLC","6455","FL","Pinellas",226.8,7901,0.397681057878927
"1094",630,"Higgins","Duke Energy Florida, LLC","6455","FL","Pinellas",153.2,24175,1.80137284356856
"1108",638,"Suwannee River","Duke Energy Florida, LLC","6455","FL","Suwannee",197.7,43207,2.49484367024434
"1145",666,"J D Kennedy","JEA","9617","FL","Duval",370,109115,3.36650006170554
"1154",673,"Tom G Smith","City of Lake Worth - (FL)","10620","FL","Palm Beach",98.7,11838,1.36916906080415
"1179",683,"Indian River Plant","Orlando Utilities Comm","14610","FL","Brevard",342.8,1724,0.057410633887992
"1205",698,"Trenton North","Trenton Municipal Utilities - (MO)","19150","MO","Grundy",13.5,68,0.0575004227972264
"1231",708,"Hammond","Georgia Power Co","7140","GA","Floyd",953,181381,2.17267508995865
"1246",711,"Langdale","Georgia Power Co","7140","AL","Chambers",1,0,0
"1255",715,"McManus","Georgia Power Co","7140","GA","Glynn",500.6,9821,0.223954998294284
"1301",732,"Boulevard","Georgia Power Co","7140","GA","Chatham",15.6,43,0.0314658705069664
"1311",751,"Moccasin Low Head Hydro Project","City & County of San Francisco","16612","CA","Tuolumne",2.9,0,0
"1316",753,"Crisp Plant","Crisp County Power Comm","4538","GA","Worth",17.5,131,0.0854533594259622
"1337",762,"Ponca","Oklahoma Municipal Power Authority","14077","OK","Kay",48,0,0
"1352",768,"Waimea","Hawaii Electric Light Co Inc","8287","HI","Hawaii",7.5,915,1.39269406392694
"1355",769,"Kanoelehua","Hawaii Electric Light Co Inc","8287","HI","Hawaii",21,720,0.391389432485323
"1415",817,"Salmon Diesel","Idaho Power Co","9191","ID","Lemhi",5,36,0.0821917808219178
"1488",886,"Fisk Street","Midwest Generations EME LLC","12384","IL","Cook",288.8,618,0.0244279588661632
"1508",899,"Moline","MidAmerican Energy Co","12341","IL","Rock Island",75.6,14738,2.22542340122249
"1516",902,"Bottle Rock Power","Bottle Rock Power LLC","56589","CA","Lake",55,0,0
"1520",913,"Venice","Union Electric Co - (MO)","19436","IL","Madison",586,86592,1.68684838000842
"1527",934,"Breese","City of Breese - (IL)","2188","IL","Clinton",16.9,272,0.183729161600605
"1534",935,"Bushnell","City of Bushnell - (IL)","2634","IL","McDonough",10.8,64,0.0676475562320311
"1541",936,"Carlyle","City of Carlyle - (IL)","3037","IL","Clinton",9.5,191,0.229512136505648
"1545",937,"Carmi","City of Carmi - (IL)","3040","IL","White",16.1,174,0.123372755892113
"1553",940,"Fairfield","City of Fairfield- (IL)","6141","IL","Wayne",7.5,40,0.060882800608828
"1556",941,"Farmer City","City of Farmer City - (IL)","6192","IL","DeWitt",11.3,13,0.0131329049985857
"1562",943,"Freeburg","Village of Freeburg - (IL)","6764","IL","St Clair",15.7,145,0.105430009016084
"1573",944,"Geneseo","City of Geneseo - (IL)","7095","IL","Henry",33.6,7637,2.59465372907154
"1584",946,"Highland","City of Highland","8573","IL","Madison",17.6,263,0.170584267330843
"1591",948,"McLeansboro","City of McLeansboro - (IL)","12167","IL","Hamilton",9.2,6,0.00744490768314473
"1597",949,"Marshall (IL)","City of Marshall - (IL)","11736","IL","Clark",16.9,145,0.0979438545297344
"1621",957,"Princeton (IL)","City of Princeton - (IL)","15388","IL","Bureau",37.9,272,0.0819267237744124
"1629",958,"Rantoul","Village of Rantoul - (IL)","15686","IL","Champaign",14.4,139,0.110191527143582
"1637",959,"Red Bud","City of Red Bud - (IL)","15772","IL","Randolph",15,150,0.114155251141553
"1643",960,"North Ninth Street","Rochelle Municipal Utilities","16179","IL","Ogle",18,2085,1.32229832572298
"1652",961,"South Main Street","Rochelle Municipal Utilities","16179","IL","Ogle",15.8,1458,1.0534073174961
"1664",964,"Lakeside","City of Springfield - (IL)","17828","IL","Sangamon",5.4,16,0.0338237781160156
"1667",965,"Reynolds","City of Springfield - (IL)","17828","IL","Sangamon",17.5,121,0.0789302022178734
"1668",969,"Sullivan (IL)","City of Sullivan - (IL)","18277","IL","Moultrie",25.4,339,0.152356811562938
"1681",971,"Waterloo","City of Waterloo - (IL)","20180","IL","Monroe",30.2,468,0.176902839517373
"1694",972,"Winnetka","Village of Winnetka - (IL)","20824","IL","Cook",33.4,3965,1.35516637956963
"1778",1011,"Broadway (IN)","Southern Indiana Gas & Elec Co","17633","IN","Vanderburgh",88.8,7511,0.965563165905632
"1781",1013,"Northeast (IN)","Southern Indiana Gas & Elec Co","17633","IN","Vanderburgh",22.2,30,0.015426385289399
"1783",1016,"Butler-Warner Generation Plant","Fayetteville Public Works Commission","6235","NC","Cumberland",303.4,67263,2.53079257005084
"1794",1024,"Crawfordsville Power Plant","Crawfordsville Energy LLC","59774","IN","Montgomery",24.9,0,0
"1797",1037,"Peru (IN)","City of Peru - (IN)","14839","IN","Miami",1.8,20,0.126839167935058
"1798",1038,"Rensselaer City Light Plant","City of Rensselaer - (IN)","15860","IN","Jasper",21.8,7590,3.97448787231369
"1804",1040,"Whitewater Valley","City of Richmond - (IN)","15989","IN","Wayne",93.9,41092,4.99559912663331
"1810",1068,"Marshalltown","Interstate Power and Light Co","9417","IA","Marshall",189,30809,1.86085139281486
"1816",1079,"Coralville GT","MidAmerican Energy Co","12341","IA","Johnson",72,271,0.042966768138001
"1832",1097,"Merl Parr","MidAmerican Energy Co","12341","IA","Floyd",36,106,0.0336123795027905
"1854",1120,"Algona","City of Algona - (IA)","309","IA","Kossuth",16.1,109,0.0772852321393119
"1858",1121,"Alta Municipal Utilities","City of Alta - (IA)","405","IA","Buena Vista",5,9,0.0205479452054795
"1863",1123,"Anita","City of Anita - (IA)","682","IA","Cass",2.9,58,0.228310502283105
"1868",1124,"Atlantic","Atlantic Municipal Utilities","965","IA","Cass",10,142,0.162100456621005
"1872",1126,"Bellevue","City of Bellevue - (IA)","1515","IA","Jackson",8,950,1.35559360730594
"1877",1127,"Bloomfield","City of Bloomfield - (IA)","1869","IA","Davis",8.5,131,0.175933387053452
"1883",1128,"Brooklyn","City of Brooklyn - (IA)","2287","IA","Poweshiek",2.3,4,0.0198530871550526
"1884",1129,"Cascade","Cascade Municipal Utilities","3137","IA","Dubuque",5.2,15,0.0329293993677555
"1890",1131,"Streeter Station","Cedar Falls Utilities","3203","IA","Black Hawk",51.5,2823,0.62574810480117
"1892",1132,"Coggon","City of Coggon - (IA)","3900","IA","Linn",2,33,0.188356164383562
"1893",1134,"Corning","City of Corning - (IA)","4375","IA","Adams",6.8,21,0.0352538275584206
"1896",1135,"Dayton (IA)","City of Dayton - (IA)","4919","IA","Webster",1.8,6,0.0380517503805175
"1897",1137,"Estherville","City of Estherville - (IA)","5998","IA","Emmet",15.6,43,0.0314658705069664
"1902",1138,"Forest City Light Plant","City of Forest City- (IA)","6579","IA","Winnebago",22,250,0.129721876297219
"1908",1141,"Gowrie","Gowrie Municipal Utilities","7424","IA","Webster",2.5,4,0.0182648401826484
"1909",1142,"Graettinger","City of Graettinger - (IA)","7443","IA","Palo Alto",3.6,43,0.136352105530188
"1912",1143,"Grand Junction","City of Grand Junction - (IA)","7486","IA","Greene",1.7,12,0.08058017727639
"1913",1145,"Grundy Center City Light Plant","Grundy Center Mun Light & Power","7743","IA","Grundy",8.7,98,0.12858867369968
"1916",1146,"Harlan","Harlan Municipal Utilities - (IA)","8122","IA","Shelby",3.4,0,0
"1918",1150,"Indianola","Indianola Municipal Utilities","9275","IA","Warren",50,47,0.0107305936073059
"1922",1153,"Lake Park","City of Lake Park - (IA)","10608","IA","Dickinson",4,54,0.154109589041096
"1924",1154,"Lake Mills","City of Lake Mills","10606","IA","Winnebago",18.5,88,0.0543008762186844
"1929",1155,"Lamoni Municipal Utilities","City of Lamoni - (IA)","10650","IA","Decatur",10.5,69,0.0750163078930202
"1937",1156,"La Porte","La Porte City Utilities","10542","IA","Black Hawk",5.4,76,0.160662946051074
"1940",1157,"Laurens","City of Laurens - (IA)","10769","IA","Pocahontas",9.1,98,0.122936424306287
"1945",1158,"Lenox","City of Lenox - (IA)","10908","IA","Taylor",6.1,60,0.112283853581855
"1965",1163,"McGregor","City of McGregor- (IA)","12114","IA","Clayton",2,8,0.045662100456621
"1968",1164,"Milford","City of Milford - (IA)","12541","IA","Dickinson",6.5,56,0.0983491394450299
"1973",1165,"Montezuma","City of Montezuma - (IA)","12839","IA","Poweshiek",9.8,190,0.221321405274439
"1981",1166,"Mt Pleasant","City of Mt Pleasant - (IA)","13038","IA","Henry",24,293,0.139364535768645
"1997",1168,"New Hampton","City of New Hampton - (IA)","13444","IA","Chickasaw",26.5,461,0.19858705953304
"2002",1169,"Ogden","City of Ogden - (IA)","13990","IA","Boone",3.9,28,0.0819576162041915
"2005",1172,"Osage (IA)","City of Osage - (IA)","14201","IA","Mitchell",19,5118,3.07498197548666
"2014",1176,"Preston (IA)","City of Preston","15349","IA","Jackson",3.2,0,0
"2017",1177,"Primghar","City of Primghar - (IA)","15377","IA","O'Brien",1.7,0,0
"2019",1180,"Rockford","City of Rockford- (IA)","16211","IA","Floyd",2.9,21,0.0826641473783656
"2022",1181,"Rock Rapids","Rock Rapids Municipal Utility","16206","IA","Lyon",2.5,18,0.0821917808219178
"2023",1184,"Sibley One","City of Sibley - (IA)","17141","IA","Osceola",5.2,142,0.311731647348086
"2026",1186,"Spencer Gas Turbine","City of Spencer - (IA)","17783","IA","Clay",23.8,189,0.0906526994359388
"2027",1187,"State Center","City of State Center - (IA)","18014","IA","Marshall",6.3,126,0.228310502283105
"2032",1188,"Story City","City of Story City - (IA)","18177","IA","Story",13.9,265,0.217634111888571
"2038",1190,"Stuart (IA)","City of Stuart - (IA)","18231","IA","Guthrie",2.8,3,0.0122309197651663
"2041",1191,"Sumner","City of Sumner - (IA)","18301","IA","Bremer",5.6,74,0.150848010437052
"2044",1192,"Traer Main","City of Traer - (IA)","19062","IA","Tama",4.1,7,0.0194899209266065
"2048",1193,"Villisca Municipal Power Plant","City of Villisca - (IA)","19843","IA","Montgomery",4,12,0.0342465753424658
"2057",1198,"Webster City","City of Webster City - (IA)","20259","IA","Hamilton",21.3,203,0.108795849679508
"2058",1199,"West Bend","City of West Bend","20364","IA","Palo Alto",6.7,33,0.0562257207115109
"2062",1200,"West Liberty","City of West Liberty - (IA)","20380","IA","Muscatine",16.5,112,0.077487200774872
"2066",1201,"Whittemore","City of Whittemore - (IA)","20604","IA","Kossuth",1.1,0,0
"2067",1202,"Wilton","City of Wilton","20789","IA","Muscatine",9.2,32,0.0397061743101052
"2072",1203,"Winterset","City of Winterset - (IA)","20835","IA","Madison",13.6,52,0.0436475960247113
"2078",1206,"Summit Lake","Central Iowa Power Cooperative","3258","IA","Union",84.8,10246,1.37928620659947
"2083",1217,"Earl F Wisdom","Corn Belt Power Coop","4363","IA","Clay",119.1,21902,2.09926810285666
"2085",1224,"Bird City","Midwest Energy Inc","12524","KS","Cheyenne",4,0,0
"2087",1225,"Colby","Midwest Energy Inc","12524","KS","Thomas",16,128,0.091324200913242
"2088",1230,"Cimarron River","Sunflower Electric Power Corp","18315","KS","Seward",65,621,0.109062170706006
"2090",1233,"Fort Dodge","Sunflower Electric Power Corp","18315","KS","Ford",149,1193,0.0914008151757531
"2102",1248,"Hutchinson Energy Center","Westar Energy Inc","22500","KS","Reno",344.7,6222,0.206055692661079
"2109",1258,"Anthony","City of Anthony - (KS)","701","KS","Harper",11.1,165,0.169690238183389
"2112",1259,"Ashland","City of Ashland - (KS)","911","KS","Clark",5.6,96,0.195694716242661
"2125",1262,"Baldwin City Plant No 1","City of Baldwin City- (KS)","1148","KS","Douglas",4.2,43,0.116873233311589
"2128",1263,"Belleville","City of Belleville - (KS)","1512","KS","Republic",14.3,105,0.0838202892997414
"2133",1264,"Beloit","City of Beloit - (KS)","1525","KS","Mitchell",19.3,73,0.0431778929188256
"2140",1265,"Burlingame","City of Burlingame - (KS)","2547","KS","Osage",4,78,0.222602739726027
"2144",1266,"Burlington (KS)","City of Burlington - (KS)","2551","KS","Coffey",11.4,124,0.124168869662741
"2160",1271,"Coffeyville","City of Coffeyville - (KS)","3892","KS","Montgomery",62.7,19020,3.46289135041839
"2164",1272,"Colby City of","City of Colby - (KS)","3913","KS","Thomas",14.7,37,0.0287329543689622
"2174",1276,"Erie","City of Erie - (KS)","5957","KS","Neosho",4.3,7,0.0185834129765318
"2178",1278,"Garnett Municipal","City of Garnett - (KS)","6965","KS","Anderson",11.7,6,0.00585411544315654
"2185",1279,"Girard","City of Girard - (KS)","7257","KS","Crawford",10.8,54,0.0570776255707763
"2197",1283,"Herington","City of Herington - (KS)","8490","KS","Dickinson",1.6,12,0.0856164383561644
"2198",1285,"Hill City","City of Hill City","8599","KS","Graham",6.9,0,0
"2204",1286,"Hoisington","City of Hoisington - (KS)","8703","KS","Barton",14,124,0.101108936725375
"2208",1287,"Holton","City of Holton - (KS)","8770","KS","Jackson",21.5,1660,0.88138472974408
"2216",1291,"Iola","City of Iola - (KS)","9418","KS","Allen",23.5,1000,0.485767026134266
"2223",1292,"Jetmore","City of Jetmore","9732","KS","Hodgeman",2.5,53,0.242009132420091
"2227",1295,"Quindaro","City of Kansas City - (KS)","9996","KS","Wyandotte",370.5,27497,0.847213749160396
"2231",1296,"Kingman Municipal Power and Light Plant","City of Kingman - (KS)","10321","KS","Kingman",19.1,2719,1.62506873221927
"2237",1297,"La Crosse","City of La Crosse - (KS)","10559","KS","Rush",5.5,16,0.033208800332088
"2247",1300,"Lincoln","City of Lincoln Center - (KS)","11017","KS","Lincoln",10.1,132,0.14919300149193
"2253",1305,"McPherson 2","City of McPherson - (KS)","12208","KS","McPherson",214.8,16831,0.894481858455992
"2256",1306,"Meade","City of Meade - (KS)","12242","KS","Meade",8.2,62,0.086312506960686
"2261",1307,"Minneapolis City of","City of Minneapolis - (KS)","21533","KS","Ottawa",9.1,259,0.324903407095188
"2266",1312,"Oberlin (KS)","City of Oberlin - (KS)","13948","KS","Decatur",6.9,22,0.0363973264509298
"2280",1314,"Osawatomie City of","City of Osawatomie - (KS)","14203","KS","Miami",6.6,20,0.034592500345925
"2283",1315,"Osborne","City of Osborne - (KS)","14214","KS","Osborne",7.1,7,0.0112547430702939
"2289",1316,"Ottawa","City of Ottawa - (KS)","14229","KS","Franklin",30.7,1363,0.506819567771779
"2294",1317,"Pratt","City of Pratt- (KS)","15321","KS","Pratt",15.5,284,0.209161879510974
"2296",1319,"Russell Downtown","City of Russell - (KS)","16440","KS","Russell",15.7,105,0.0763458685978536
"2312",1321,"St Francis","City of St Francis - (KS)","17872","KS","Cheyenne",5.1,0,0
"2315",1322,"St John","City of St. John - (KS)","17879","KS","Stafford",5,6,0.0136986301369863
"2318",1324,"Sharon Spring","City of Sharon Springs - (KS)","16988","KS","Wallace",3,0,0
"2322",1325,"Stafford","City of Stafford - (KS)","17924","KS","Stafford",2.5,0,0
"2324",1326,"Sterling","City of Sterling - (KS)","18086","KS","Rice",10.3,75,0.0831227556855965
"2345",1329,"Washington","City of Washington - (KS)","20141","KS","Washington",8.9,52,0.0666974501051767
"2352",1330,"Wellington 1","City of Wellington - (KS)","20315","KS","Sumner",24,62,0.0294901065449011
"2355",1332,"West 14th Street","City of Winfield - (KS)","20813","KS","Cowley",11,707,0.733706932337069
"2356",1336,"Garden City","Sunflower Electric Power Corp","18315","KS","Finney",256.3,40575,1.80719832815782
"2400",1366,"Paddys Run","Louisville Gas & Electric Co","11249","KY","Jefferson",226.6,80162,4.03835535834472
"2410",1376,"Paris (KY)","City of Paris - (KY)","14459","KY","Bourbon",11.5,0,0
"2477",1404,"Sterlington","Entergy Louisiana LLC","11241","LA","Ouachita",226.3,3131,0.157940826921874
"2480",1416,"Arsenal Hill","Southwestern Electric Power Co","17698","LA","Caddo",125,25526,2.33114155251142
"2481",1417,"Lieberman","Southwestern Electric Power Co","17698","LA","Caddo",253,66709,3.0099536159691
"2484",1439,"Houma","Terrebonne Parish Consol Gov't","8884","LA","Terrebonne",78.9,33498,4.84660659409344
"2487",1453,"New Roads","City of New Roads - (LA)","13483","LA","Pointe Coupee",9.4,5,0.00607208782667833
"2493",1456,"Rayne","Louisiana Energy & Power Authority","26253","LA","Acadia",8.2,0,0
"2495",1464,"Big Cajun 1","Louisiana Generating LLC","11252","LA","Pointe Coupee",492.8,146060,3.38342450928067
"2499",1468,"Eastport","Emera Maine","1179","ME","Washington",2,19,0.108447488584475
"2514",1480,"Androscoggin 3","Brookfield White Pine Hydro LLC","39006","ME","Androscoggin",3.6,0,0
"2515",1481,"Bar Mills","Brookfield White Pine Hydro LLC","39006","ME","York",4,0,0
"2526",1484,"Cape Gas Turbine","FPL Energy Cape LLC","14876","ME","Cumberland",35,744,0.2426614481409
"2560",1507,"William F Wyman","FPL Energy Wyman LLC","31719","ME","Cumberland",862.7,156386,2.06935007592707
"2580",1513,"Caribou Generation Station","Merlin One LLC","60160","ME","Aroostook",27.4,552,0.22997700229977
"2592",1553,"Gould Street","Constellation Power Source Gen","4161","MD","Baltimore City",103.5,14839,1.63666644607681
"2598",1555,"Notch Cliff","Constellation Power Source Gen","4161","MD","Baltimore",144,26694,2.11615296803653
"2611",1557,"Philadelphia","Constellation Power Source Gen","4161","MD","Baltimore City",82.8,4833,0.666319237641453
"2615",1559,"Riverside (MD)","Constellation Power Source Gen","4161","MD","Baltimore",50,3772,0.861187214611872
"2617",1560,"Westport","Constellation Power Source Gen","4161","MD","Baltimore City",121.5,32722,3.07439352086739
"2618",1563,"Crisfield","Calpine Mid-Atlantic Generation LLC","56609","MD","Somerset",11.6,4849,4.77188631711542
"2622",1564,"Vienna Operations","NRG Vienna Operations Inc","19830","MD","Dorchester",180.6,5518,0.348786642192185
"2636",1572,"Dickerson","GenOn Mid-Atlantic LLC","12653","MD","Montgomery",933,341686,4.1806271319992
"2661",1580,"Easton","Easton Utilities Comm","5625","MD","Talbot",33.6,235,0.0798407262448358
"2671",1586,"Exelon Framingham LLC","Exelon Power","6035","MA","Norfolk",42.6,516,0.138272557720754
"2683",1592,"Exelon Medway LLC","Exelon Power","6035","MA","Norfolk",135,4329,0.366057838660578
"2689",1597,"Oak Bluffs Diesel Generating Facility","GenOn Canal, LLC","21461","MA","Dukes",8.1,1503,2.11821410451547
"2692",1599,"Canal","NRG Canal 3 Development LLC","61708","MA","Barnstable",1165,139131,1.36330766065024
"2705",1615,"Nantucket","Nantucket Electric Co","13206","MA","Nantucket",7.4,146,0.225225225225225
"2717",1631,"Doreen","NAEA Energy Massachusetts LLC","56401","MA","Berkshire",21.1,288,0.155813802506005
"2726",1642,"Essential Power Massachusetts LLC","NAEA Energy Massachusetts LLC","56401","MA","Hampden",250.6,19145,0.87210785439147
"2730",1643,"Woodland Road","NAEA Energy Massachusetts LLC","56401","MA","Berkshire",20.4,305,0.170673292147909
"2731",1660,"Potter Station 2","Town of Braintree - (MA)","2144","MA","Norfolk",217,46784,2.46112408728405
"2735",1670,"High Street Station","Town of Ipswich - (MA)","9442","MA","Essex",10.9,236,0.247161828159692
"2744",1678,"Waters River","City of Peabody - (MA)","14605","MA","Essex",64.9,4760,0.837255771084422
"2805",1728,"Delray","DTE Electric Company","5109","MI","Wayne",142.2,16136,1.29536507202538
"2812",1730,"Hancock","DTE Electric Company","5109","MI","Oakland",160.2,11980,0.853670354978651
"2827",1734,"Northeast (MI)","DTE Electric Company","5109","MI","Macomb",129.8,6556,0.576580760003096
"2877",1750,"Manistique","Cloverland Electric Co-op","3828","MI","Schoolcraft",4.8,279,0.663527397260274
"3026",1826,"Grand Haven Diesel Plant","City of Grand Haven - (MI)","7483","MI","Ottawa",7,62,0.101108936725375
"3027",1827,"Hart","City of Hart Hydro - (MI)","8205","MI","Oceana",5.1,0,0
"3030",1829,"Hillsdale","Hillsdale Board of Public Wks","8631","MI","Hillsdale",11.6,645,0.634742560226736
"3036",1840,"Plant Four","City of Marquette - (MI)","11701","MI","Marquette",24,75,0.0356735159817352
"3042",1844,"Marshall (MI)","City of Marshall - (MI)","11713","MI","Calhoun",11.9,136,0.130463144161774
"3049",1846,"Newberry","Newberry Water & Light Board","13525","MI","Luce",5.5,48,0.099626400996264
"3056",1851,"Frank Jenkins","City of Portland - (MI)","15246","MI","Ionia",3.8,0,0
"3059",1852,"St Louis","City of St Louis - (MI)","17886","MI","Gratiot",7.1,1046,1.68178017878963
"3067",1853,"Main Street (MI)","City of Sebewaing - (MI)","16873","MI","Huron",6,32,0.060882800608828
"3083",1866,"Wyandotte","Wyandotte Municipal Serv Comm","21048","MI","Wayne",78.4,4099,0.596839763302581
"3090",1867,"Zeeland","City of Zeeland - (MI)","21158","MI","Ottawa",22.3,257,0.131560087638471
"3097",1868,"Dafter","Cloverland Electric Co-op","3828","MI","Chippewa",8,24,0.0342465753424658
"3105",1873,"Tower","Wolverine Power Supply Coop","20910","MI","Cheboygan",21.3,35,0.0187579051171565
